time,beta,Ca,Susceptible,Exposed,Infectious_asymptomatic,Infectious_pre-symptomatic,Infectious_mild,Infectious_severe,Hospitalized_recovered,Hospitalized_deceased,Recovered,Deceased,a
774,0.5,0.4250000119209289,6.733636400283798,0.0694957601667308,0.200788342423729,0.019441493204626303,0.13640034174648452,0.010562985068872901,0.0245546590925119,0.12070935701069041,0.3023132135255415,1.87879631869195,0
775,0.5,0.4250000119209289,6.711227989551083,0.056858599242533905,0.16580426825335356,0.015900997795679498,0.11179053465033191,0.0086571751487264,0.0219046845647691,0.1064814548866418,0.30543774489647807,1.8960007901186788,0
776,0.5,0.4250000119209289,6.692876918859649,0.046532521597248695,0.13680474595265701,0.013009398847172,0.0915950508235774,0.0070932160368641,0.019508519600788102,0.0937578722124126,0.30822277718653224,1.9111635303792567,0
777,0.5,0.4250000119209289,6.6778467653508775,0.0380911884760582,0.1127973161663922,0.010646641498010201,0.0750333180147055,0.005810657812222399,0.0173485674626806,0.0824163219975486,0.310701285756901,1.9245035555340555,0
778,0.5,0.4250000119209289,6.665533894478845,0.031187891532023698,0.0929450754140057,0.0087151631137777,0.061458396321110303,0.0047594016107609,0.015406892695786,0.07233589479428659,0.3129038826673757,1.9362210357004643,0
779,0.5,0.4250000119209289,6.655446417053664,0.0255404883543155,0.07654499506679689,0.0071356349980495,0.050335728632530094,0.0038980508810223004,0.013665712905741699,0.0633995530135366,0.3148587864422082,1.946498121452528,0
780,0.5,0.4250000119209289,6.647181291924666,0.0209192599994353,0.06300841025400669,0.0058434927894108,0.0412246915110613,0.0031924827426084,0.012107741726933002,0.055495891433258705,0.3165918019140219,1.9554999314692978,0
781,0.5,0.4250000119209289,6.6404079592363265,0.017136902548334002,0.0518437882965683,0.0047861680305407005,0.033762776125818,0.0026146245273394003,0.0107164357345782,0.0485202508223681,0.31812646635545627,1.9633748347200721,0
782,0.5,0.4250000119209289,6.63485632739938,0.0140403257828622,0.042641604082010696,0.0039207739972721,0.0276521775252551,0.0021414135557944,0.009476158685359101,0.0423753830916615,0.3194841653766767,1.9702561838880288,0
783,0.5,0.4250000119209289,6.63030669504644,0.0115042944121776,0.0350612360872594,0.0032122464175067,0.0226484552625531,0.0017539200521963,0.008372274424392201,0.0369716925370062,0.3206841984326622,1.9762630409894217,0
784,0.5,0.4250000119209289,6.626577254256966,0.009427383942500301,0.0288200175282383,0.0026320454505939003,0.018551128848048902,0.0014366188679190998,0.007391196094429901,0.032227250641467295,0.32174405093040476,1.9815014673632614,0
785,0.5,0.4250000119209289,6.62352078495872,0.0077260617156757,0.023683691192091197,0.0021568588477291,0.015195964895903502,0.0011767915109606,0.0065203966863135,0.028067603962586,0.3226793337606421,1.9860659547536121,0
786,0.5,0.4250000119209289,6.621015383126935,0.0063322655802783,0.019458318342242,0.001767613457206,0.0124484252929684,0.0009640191041767999,0.0057483946305184,0.024425456673983003,0.32350417634158884,1.990039687338751,0
787,0.5,0.4250000119209289,6.618961235810113,0.0051902719818520005,0.015983557922552,0.0014487330709321998,0.0101983519751955,0.0007897711144631,0.0050647182090606,0.0212402683883995,0.3242311611116482,1.9934965774961295,0
788,0.5,0.4250000119209289,6.61727739615583,0.0042543306537699,0.0131269217570865,0.0011874401655479,0.0083555495948118,0.0006470625713020747,0.0044598554408461,0.0184577897803084,0.3248715150122547,1.9965013867389059,0
789,0.5,0.4250000119209289,6.615897832817337,0.0034873421101129995,0.0107790833779282,0.0009733175370221,0.006846176241942299,0.0005301750751963833,0.003925200423957899,0.016029585138562702,0.3254352253853842,1.9991118017930856,0
790,0.5,0.4250000119209289,6.614766028121775,0.002858763695747,0.0088498893241761,0.0007978418466351,0.0056098063245519,0.00043442928385070234,0.0034529926311855,0.0139125413766706,0.3259312163393315,2.0013781725683693,0
791,0.5,0.4250000119209289,2.834605101909185,0.0010616996143131,0.0032898783806799003,0.00029628399355861434,0.0020826443257838,0.0001612821673461158,0.0013492753508166,0.0053833149534997,0.1398215833413956,0.8583515745936532,0
792,0.5,0.6000000238418579,69.9210132868937,0.0371919157581307,0.013536962424515,0.0054604986011672005,0.008431557260676402,0.0017267657458101,0.0010590179687433002,0.0008986472197728,0.0072854352858532,0.0005971304772439018,0
793,0.5,0.6000000238418579,69.89137061403508,0.044448486580075705,0.019722800240058503,0.008363897837352,0.0126435115093782,0.0017279977867350998,0.0010047263134617,0.0012643616659594999,0.007424262000557001,0.0007616807604964686,0
794,0.5,0.6000000238418579,69.84999677502582,0.057668742365880994,0.0268532081186706,0.0110214927838679,0.01807010079808,0.0019216238480478,0.0009622017788564,0.0016093546392006001,0.0075564828721114,0.0009793326729219001,0
795,0.5,0.6000000238418579,69.79422987616098,0.0764135156401167,0.0360092818158818,0.014521164239621201,0.024765614921955302,0.002282092485142,0.0009378918627095,0.0019858641570319,0.0076841380746244,0.0012510803978507,0
796,0.5,0.6000000238418579,69.71974458204335,0.1017027536240645,0.04809869630417919,0.0192663889157634,0.0333648606055289,0.0028378120713679,0.0009378128917836,0.0024411701245693,0.0078100759153884,0.0015852528582905,0
797,0.5,0.6000000238418579,69.62051857585139,0.1354268379329524,0.0641578609753931,0.0256335197267636,0.0446598168718553,0.0036356421471623,0.0009690072834181,0.003027005466268,0.007938015665185798,0.0019976215736535003,0
798,0.5,0.6000000238418579,69.48851780185758,0.1802344808194656,0.0855052060657729,0.0341190992420299,0.059616123510464795,0.004740270293779601,0.0010402070135029002,0.0038038593918174,0.008072729907906499,0.0025124096550558,0
799,0.5,0.6000000238418579,69.31310952012383,0.239646086796149,0.11386226689483321,0.045389878594838,0.07946217445397111,0.0062397861382291,0.0011625695991315,0.0048456547897539,0.0082203206632156,0.0031639605385350997,0
800,0.5,0.6000000238418579,69.08038377192983,0.31823251509691025,0.15148007797382898,0.060323005731383605,0.105791585034507,0.0082526927589751,0.0013506198052401998,0.006245614633471201,0.0083886066039154,0.0039992009449296,0
801,0.5,0.6000000238418579,68.77223619711043,0.4218714374113129,0.20128675714734873,0.08005553002450941,0.14067678099200162,0.0109360582097762,0.0016234212074237998,0.0081234807348101,0.008587650657314901,0.0050810939682523,0
802,0.5,0.6000000238418579,68.36529992260061,0.5580006923616484,0.2670598892826041,0.10604170949835491,0.186800049583978,0.0144952137477623,0.0020060152264444,0.0106342952637722,0.0088304659407449,0.0064933009191928005,0
803,0.5,0.6000000238418579,67.82978650670795,0.7358575508739676,0.35361435456172574,0.1401103382090908,0.2475999313685175,0.019194777954227298,0.0025311621399237002,0.013978955531636701,0.0091339338871467,0.0083463148780403,0
804,0.5,0.6000000238418579,67.1283197884417,0.9665977026090039,0.4669888012770895,0.1845117666207104,0.32742422318433906,0.025370286876571897,0.0032413907439836995,0.0184165598708898,0.0095199755027933,0.0107853158610274,0
805,0.5,0.6000000238418579,66.21500709494325,1.2631670052889574,0.6145855253079848,0.24192828514012482,0.4316650592185884,0.0334385074894982,0.0041913081937774,0.024278258017587796,0.0100170216594808,0.0140000295097734,0
806,0.5,0.6000000238418579,65.03521671826626,1.639681332236842,0.8051914122968262,0.3154122222490967,0.5668309085558562,0.043902895270978,0.0054500013731333,0.031981510126922595,0.0106617977744652,0.0182367296090924,0
807,0.5,0.6000000238418579,63.52668601651187,2.1100100578882865,1.0487553917537407,0.40819123290763637,0.7404759658797725,0.0573480539548259,0.0071031578701711996,0.0420424832402118,0.0115014264212054,0.023812312233435603,0
808,0.5,0.6000000238418579,61.62292827657378,2.6851817676083587,1.3557486374484,0.5232666166795661,0.9608683847716714,0.07441401336953339,0.0092542246374673,0.05508238549325951,0.0125957477203461,0.0311298470354421,0
809,0.5,0.6000000238418579,59.25991550567596,3.369307396478328,1.735892511609907,0.6627237124290501,1.2362373218201754,0.09573785897994029,0.012023516045758,0.07182102199432369,0.0140196886249613,0.0406942178984049,0
810,0.5,0.6000000238418579,56.386911119711044,4.154086001999484,2.1960562999871005,0.8267118969298239,1.5734261521220327,0.12184939798801889,0.0155436904954464,0.093047944532459,0.015865277899553804,0.0531252828151199,0
811,0.5,0.6000000238418579,52.98111326109391,5.012740986197111,2.737283080172859,1.012163705737229,1.9758387956333845,0.1530121561371256,0.0199496905599459,0.1195596562278279,0.018242713920348697,0.0691642189616386,0
812,0.5,0.6000000238418579,49.06398542311661,5.895436258384933,3.351244114422084,1.2115251910797211,2.4407596225167696,0.18901574291311882,0.025361302929888703,0.15205189865316993,0.0212795620535423,0.0896668790614516,0
813,0.5,0.6000000238418579,44.71416344169246,6.729398784184727,4.017009965170279,1.4120465686274506,2.9565099329205364,0.22895573319788426,0.031857889370283096,0.1909645923027926,0.025117129866183197,0.1155775210731905,0
814,0.5,0.6000000238418579,40.07053599071208,7.426827109133127,4.699562008191434,1.5963272381320945,3.500363615841073,0.271072188024058,0.0394470756538632,0.236291352735584,0.0299029632347898,0.1478758518467005,0
815,0.5,0.6000000238418579,35.31995775283798,7.901347555469556,5.351617163312692,1.7446415441176468,4.038486922729618,0.3127449493880609,0.048033233107181696,0.28739003341879477,0.0357790233820705,0.1874947191047468,0
816,0.5,0.6000000238418579,30.66951431888545,8.089121920149639,5.919586800180598,1.8388817805082556,4.528972603844169,0.3507286224522699,0.0573951700720376,0.3428523838606162,0.0428661315729003,0.2352127500362806,0
817,0.5,0.6000000238418579,26.310929760061917,7.966624500128999,6.3528076625387,1.8669909781346745,4.928079850361198,0.3816358631240322,0.0671835449974599,0.40049770422149095,0.05124662322525621,0.291535735233649,0
818,0.5,0.6000000238418579,22.389338880288957,7.557018027605778,6.613400574045408,1.8261583905766252,5.198319385319917,0.4025634463283666,0.07694502162244389,0.4575316249032506,0.0609483994049919,0.3565894537296823,0
819,0.5,0.6000000238418579,18.986794214396284,6.922244340170278,6.683408072110423,1.7233908386545407,5.315882352941176,0.4116675787296823,0.0861719908975099,0.5108604735068368,0.0719340346644411,0.43004865175922313,0
820,0.5,0.6000000238418579,16.12339412409701,6.145018866099071,6.566912570949432,1.5732858052760574,5.274913973813209,0.40849491965783,0.09436753342887301,0.5574952482020765,0.0840977315833814,0.5111218929389186,0
821,0.5,0.6000000238418579,13.771299664602683,5.30890205753354,6.286979005417957,1.3941054526251289,5.087400832043344,0.3939737225070946,0.1011096481150023,0.5949446060290889,0.09727118556098399,0.5985975796568624,0
822,0.5,0.6000000238418579,11.873558920278638,4.483446328366873,5.879172874742002,1.2037665683049532,4.779188878676471,0.37010544153927977,0.1060995045633381,0.6215034527380028,0.11123712655806531,0.6909432444852939,0
823,0.5,0.6000000238418579,10.361148413312694,3.7172498226264197,5.38413836751806,1.0169852336493805,4.383906854682662,0.3394943794746513,0.1091847882502093,0.6363845519704588,0.125747792152428,0.786436605069659,0
824,0.5,0.6000000238418579,9.164997016898864,3.0378699851651185,4.841274993550051,0.8439977989551081,3.936800382159443,0.304869973071465,0.11035771640584661,0.6396911986422857,0.1405447850655473,0.883304782233617,0
825,0.5,0.6000000238418579,8.222747355521156,2.455783588106295,4.284517342298762,0.6906097619969038,3.4699196175180598,0.2687142531765993,0.10973330471168691,0.6322698275445043,0.1553771884473356,0.9798490107391638,0
826,0.5,0.6000000238418579,7.481522107198141,1.9696756079076367,3.7403012529024764,0.5590243848361711,3.009248903508772,0.2330394122081396,0.1075165720842199,0.6154975026606033,0.1700160165320237,1.0745417110100617,0
827,0.5,0.6000000238418579,6.89820231875645,1.5713212920859132,3.2272606262899894,0.44893413090976503,2.5736572819917436,0.19930674644446547,0.1039670155685625,0.591057161659894,0.1842639374314689,1.1660899505772702,0
828,0.5,0.6000000238418579,6.438470394736842,1.2492989309210525,2.7570139157636735,0.3585366528395895,2.175188761771156,0.1684489234632995,0.09936647901348011,0.5607368814096358,0.1979603549890348,1.253466000709494,0
829,0.5,0.6000000238418579,6.075400138673891,0.9914466831140347,2.33547552244582,0.28532045913554527,1.8201220451173887,0.14095216607407748,0.09399362286546989,0.5262742528137897,0.2109825387803144,1.3359106722458718,0
830,0.5,0.6000000238418579,5.788012529024768,0.7862723631804693,1.964279198110165,0.22659364871565363,1.5103172366808564,0.11696055503821559,0.0881059953278183,0.4892490294843263,0.22324417791376389,1.4129184404024768,0
831,0.5,0.6000000238418579,5.560013786764706,0.6236398671310627,1.6421011916279666,0.17979746154218232,1.2445610104650413,0.0963801327480001,0.0819293886859838,0.45102300212848284,0.2346915992445495,1.4842067974393702,0
832,0.5,0.6000000238418579,5.378742905056759,0.49498624850844897,1.3657461582494839,0.1426619554328718,1.0197112942627706,0.0789675364774814,0.0756529709822866,0.4127153930034182,0.2452990054985806,1.549681553953818,0
833,0.5,0.6000000238418579,5.234346378353973,0.3932788615034825,1.130980301454463,0.1132596275557917,0.8315869795697882,0.06439898763524711,0.0694286832228776,0.3752045187935368,0.2550635597063659,1.60939952996001,0
834,0.5,0.6000000238418579,5.119125145123839,0.3128513785756898,0.9331312483875126,0.09000093347885979,0.6756096309823267,0.0523199336915066,0.0633734345017814,0.3391463392511605,0.26400048727344533,1.6635338057920532,0
835,0.5,0.6000000238418579,5.027048826109391,0.2491937161377704,0.7674936508320431,0.0716005842998174,0.5472296816547338,0.042378051253910004,0.0575729316577574,0.30500196521865286,0.2721386466798886,1.7123415529863257,0
836,0.5,0.6000000238418579,4.953376306114551,0.1987438876660859,0.6295847896107453,0.0570327654859228,0.4421853432985033,0.034243302950548796,0.052086225732068905,0.2730690089049596,0.2795165209381446,1.7561373274638798,0
837,0.5,0.6000000238418579,4.89436580882353,0.1587022754208587,0.5152896429953557,0.0454857170175837,0.3566391788006317,0.0276185178018573,0.0469503894408293,0.2435127099256641,0.2861790808017282,1.7952704140866873,0
838,0.5,0.6000000238418579,4.847056001676986,0.12687235829261773,0.42092962904734227,0.036320259086364604,0.2872323775316043,0.022243581797438898,0.04218491057247291,0.2163948089001222,0.2921750384981291,1.8301067466460266,0
839,0.5,0.6000000238418579,4.809098055340558,0.1015312328673242,0.34328018172729596,0.029034335015358497,0.2310856699279215,0.017895521197402297,0.0377956573832756,0.1916988408233355,0.29755477921020346,1.861015604843911,0
840,0.5,0.6000000238418579,4.778623903508771,0.0813267934383865,0.2795569868058241,0.0232338592560788,0.1857695493904795,0.0143861919832177,0.0337782591513679,0.169351616417537,0.3023687032378738,1.88835921375129,0
841,0.5,0.6000000238418579,4.754144414344685,0.0651961206331829,0.2273839387214586,0.0186093632527791,0.1492588505385704,0.011558764352394599,0.0301209286590353,0.1492406609282279,0.30666617284249204,1.9124856891769864,0
842,0.5,0.6000000238418579,4.7344714670407635,0.0523023015229938,0.18475201712058142,0.014917542070795901,0.11988127307872129,0.0092837322853172,0.0268067577822654,0.13122828937290348,0.3104945800277345,1.9337237366163569,0
843,0.5,0.6000000238418579,4.718655508255933,0.0419845451929741,0.1499752772973906,0.0119667155577792,0.096265943466202,0.0074549361820432005,0.023815531538735498,0.11516232832051371,0.3138987821691174,1.9523800108036633,0
844,0.5,0.6000000238418579,4.705935847200722,0.033720378737946505,0.1216474654726197,0.009605604157973902,0.07729551396010659,0.0059858456386251,0.021125138699085402,0.100884416420762,0.31692077447755385,1.9687380071271927,0
845,0.5,0.6000000238418579,4.69570328624871,0.027095568394143902,0.0986015378087908,0.0077145584153684,0.0620632899927032,0.0048062460931828,0.0187126384849269,0.0882359769051531,0.3195995337896669,1.983056650703044,0
846,0.5,0.6000000238418579,4.687469846491228,0.0217811236465183,0.079872887515923,0.0061987282641774,0.049836008172285895,0.0038593526472121996,0.0165550556320644,0.0770625599643638,0.32197094298245577,1.9955714251160988,0
847,0.5,0.6000000238418579,4.680843088880289,0.0175151913921405,0.0646670119656618,0.0049827834327151,0.0400222205131535,0.0030993625967617,0.014629943816162,0.0672167231793002,0.3240677355440529,2.006494311951754,0
848,0.5,0.6000000238418579,4.67550877999226,0.014089043679251598,0.0523313552651731,0.0040067851063633995,0.0321457750066512,0.0024894023261445995,0.0129157786964751,0.058559952648308,0.3259197979150537,2.016016007965686,0
849,0.5,0.6000000238418579,4.671213920601135,0.0113359095019325,0.0423312355883962,0.0032229318608928,0.0258238961895918,0.0019998294133515998,0.0113922182128398,0.050963686538554195,0.32755413925438565,2.024306932888287,0
850,0.5,0.6000000238418579,4.667755780766253,0.009122771586918798,0.0342294853218319,0.0025930936909801,0.0207491772536519,0.0016068378641384,0.0100402480874387,0.044309790013866895,0.328995118195304,2.031518922536119,0
851,0.5,0.6000000238418579,4.664971015544376,0.007343003279899199,0.027669296973260597,0.0020867940196062002,0.0166749380641182,0.0012913245091863,0.0088422635514421,0.0384906049950816,0.33026464944530415,2.0377865994259543,0
852,0.5,0.6000000238418579,4.6627280863003095,0.0059116025753431995,0.0223599110889726,0.0016796754929546,0.013403319367683,0.0010379669319362,0.0077820835959919,0.033408687815946504,0.331382354956785,2.0432290860423117,0
853,0.5,0.6000000238418579,4.6609213348168215,0.004760055108951,0.018064724633813797,0.0013522478818150999,0.0107757015641627,0.000834481482412,0.0068449283753383,0.028976353191615498,0.33236568990260557,2.0479512948271408,0
854,0.5,0.6000000238418579,4.659465742711558,0.0038332614564056,0.014591290894184202,0.0010888095930506,0.008664879734916899,0.0006710172560684005,0.0060173723596779,0.025115078984152904,0.333230365953947,2.052045500354747,0
855,0.5,0.6000000238418579,4.658293464589783,0.0030871036399625,0.011783317353334,0.0008767985313419999,0.0069688349390174,0.0005396738436199933,0.0052872704032525,0.0217548504997698,0.3339903412022701,2.0555930122871513,0
856,0.5,0.6000000238418579,4.657349313080496,0.0024863672797768,0.009513940407641402,0.0007061200097616173,0.0056057414870755,0.0004341144679869661,0.004643680308748101,0.0188334676232743,0.3346579763690013,2.0586650219298246,0
857,0.5,0.6000000238418579,4.656588259481424,0.0020028322769021,0.007680359910269701,0.0005687262128627215,0.004509996231126001,0.00034925884014558745,0.0040767755892251,0.0162958425043533,0.33524419605424377,2.061323993001806,0
858,0.5,0.6000000238418579,4.655975070949433,0.0016135057896156002,0.006199263660285,0.0004581217869147428,0.0036290017394702,0.0002810337004646797,0.0035777556711671,0.014093329840030998,0.3357587457269088,2.0636241050696595,0
859,0.5,0.6000000238418579,4.655481045214138,0.0012999615900532002,0.005003143365660901,0.00036906396395404765,0.0029205417928309,0.00022616979876538914,0.0031387607822473997,0.0121830765258661,0.3362102421149377,2.0656128257223942,0
860,0.5,0.6000000238418579,4.655082801212591,0.0010474542395367999,0.0040373559091602,0.00029734934569635384,0.0023507259947593,0.00018204264596519826,0.0027527843983177996,0.010527412879085301,0.3366062739857453,2.0673314950980393,0
861,0.5,0.6000000238418579,4.654761996904025,0.0008439831590993001,0.0032576619434648998,0.00023957839076117957,0.0018923389210417,0.00014654468702704054,0.0024135940165953998,0.0090932917324255,0.3369535734729745,2.0688164747807014,0
862,0.5,0.6000000238418579,4.654503474909701,0.0006800449398893522,0.0026283034648438997,0.00019304486866213833,0.0015235246396529,0.00011798331981103854,0.002115654960136,0.0078517728791759,0.3372580513496514,2.0700988857714138,0
863,0.5,0.6000000238418579,1.9947208784829722,0.0002493691911884383,0.0009647179437248,7.079110672107299e-05,0.0005584156993002,4.324428929386986e-05,0.0008246694629774,0.0030272622595629,0.1446228795794632,0.8875335195755933,0
864,0.5,0.4250000119209289,69.8690125128999,0.0557394884737404,0.021910808551422002,0.0093268513556477,0.013202092630329,0.0034109721464266997,0.0017763317529380998,0.0017941262527636,0.0181628285694415,0.0011941684707150002,0
865,0.5,0.4250000119209289,69.82620678534572,0.0652771525191077,0.030650643268974702,0.0127641023964577,0.019917155010903898,0.0032081863041137,0.001704461419545,0.0024865336856109,0.018397118535942,0.0015205765951526997,0
866,0.5,0.4250000119209289,69.76889512383902,0.0819345070727711,0.040397727501773395,0.016078754972254698,0.027646406900033497,0.0033026682457068,0.0016396946902119999,0.0030695082799319,0.018622061431223,0.0019423337371478001,1
867,0.48049080797604155,0.4250000119209289,69.69445368937049,0.1047492393596005,0.0524178891334491,0.020405358628468498,0.036660797780512,0.0036492116434037004,0.0015934226092166,0.0036348613349275003,0.0188394146142726,0.0024501263959978,1
868,0.44800665974617004,0.4250000119209289,69.59857649638803,0.1344489438713393,0.0676696197856195,0.0261022558694528,0.047731241987954504,0.0042613572946393,0.0015752194958693997,0.0042591347709156,0.0190523192855468,0.0030471589174060005,1
869,0.4177186403955732,0.4250000119209289,69.47543279153766,0.1726270891785987,0.0871602892801852,0.0334854409421558,0.0616928248607212,0.005171583350843599,0.0015945655814877,0.005015026206694301,0.0192651839595828,0.0037478699895739003,1
870,0.38947827901159016,0.4250000119209289,69.31749290505675,0.2215106182275538,0.1121038345951042,0.0429743773280279,0.07947664085679479,0.0064295446122267005,0.0016616463636587,0.0059768254739701,0.0194837389494238,0.0045777754099619004,1
871,0.370940910918372,0.4250000119209289,69.1151870485036,0.2839473784990967,0.1440144516636832,0.055120071710324396,0.1021960990913632,0.008105809356405699,0.0017881436736709002,0.0072256720102975,0.0197151699007108,0.0055741030414525996,1
872,0.3704091012477875,0.4250000119209289,68.85646736326109,0.36349121597652173,0.1847882980803337,0.0706223916761397,0.1312253491034568,0.0102958745336381,0.0019881119939685,0.008855213208587,0.0199683820254045,0.0067872534595405,0
873,0.3704091012477875,0.4250000119209289,68.52628611971105,0.46450749101038397,0.23678845983294602,0.09035179933404248,0.1682726962598359,0.0131244173630592,0.0022789332938018,0.0109776463621784,0.0202543944052741,0.0082831459320978,1
874,0.35953375697135925,0.4250000119209289,68.10598103715171,0.592281165344427,0.3029345148832556,0.1153736901061818,0.21545392267721203,0.0167499749308642,0.0026823593391596,0.013730201996762599,0.020586842949298998,0.0101465147666023,1
875,0.3352270594664982,0.4250000119209289,67.57272187822498,0.7530646123581008,0.3867891552180078,0.1469682168714522,0.27536548027928237,0.0213699186500255,0.0032256485237299,0.017282119924192502,0.0209826417653304,0.012485234877641999,1
876,0.312563636473247,0.4250000119209289,66.89898542311661,0.9540558484907118,0.4926263635594037,0.1866374201818882,0.351147979956785,0.0272248772620165,0.0039427792496968,0.021842015505574804,0.0214628168033245,0.015435716375108498,1
877,0.29143240622111727,0.4250000119209289,66.05228199174407,1.2032010690789472,0.6254583948094038,0.23608812141221602,0.44652694465944237,0.034601560106464105,0.0048756851574212005,0.0276652878012323,0.0220534922439366,0.0191694411207891,1
878,0.27559169701167513,0.4250000119209289,64.99529347265222,1.5087394382094939,0.7909791928695817,0.29717007002225204,0.5658038953657117,0.0438318186032634,0.006075385598575,0.0350608030462902,0.0227870271129625,0.0239005744863217,1
879,0.2744058072566986,0.4250000119209289,63.68676857585139,1.8783573190789473,0.9953695921213879,0.3717464545439884,0.713759453205624,0.055284998276654104,0.0076027874705466,0.0443954729172712,0.0237033077905296,0.029894459884848002,0
880,0.2744058072566986,0.4250000119209289,62.083549406604746,2.3178216911764706,1.2448889701851131,0.46146616397381285,0.8954153867550306,0.0693493885398523,0.0095287866267624,0.056094472469806,0.024851100043738302,0.0374764989453323,1
881,0.26863204155649456,0.4250000119209289,60.14414538183694,2.8290165038054695,1.5451716089396281,0.5674130214380158,1.115592115341202,0.0863978423914793,0.011933147796535998,0.070633877497339,0.026289321379764703,0.047040563372758304,1
882,0.25083819244589123,0.4250000119209289,57.83405314757482,3.4074221974974197,1.9001642116550566,0.6896226578624867,1.3781987511287406,0.1067328038328815,0.0149014661727918,0.0885215282144927,0.0280880715258963,0.059055442849425696,1
883,0.23387997916766573,0.4250000119209289,55.13285410216718,4.039357706075852,2.3106910111906602,0.8264932436790503,1.6852215758836426,0.13050786666948822,0.018519411667704398,0.110261279599216,0.030329070194586593,0.074067231641834,1
884,0.218068248459271,0.4250000119209289,52.042313596491226,4.699695401186791,2.7727613035345717,0.9741918013093392,2.0354405717879254,0.1576284308182562,0.022863498998746002,0.1362962128724842,0.033105053660547,0.09269455664667141,1
885,0.20504777559212273,0.4250000119209289,48.59375902992776,5.351111084236327,3.2759302034958724,1.1262393777412278,2.423047217653509,0.1876445645075462,0.027988239678066695,0.1669299505369578,0.03651775253815501,0.11561385368292021,1
886,0.2032848298549652,0.4250000119209289,44.8525032249742,5.946074400154799,3.8021981021026834,1.2735191321594423,2.8364740953947365,0.2196603950996513,0.033910166894934,0.2022297194474004,0.0406738879633882,0.1435309977969391,0
887,0.2032848298549652,0.4250000119209289,40.916648606811144,6.432348184339525,4.32608310758514,1.4049491260319915,3.257907152992776,0.2522963605158343,0.0405907806301999,0.2419236316031344,0.0456788797447429,0.17713769178518413,1
888,0.2004238430942808,0.4250000119209289,36.908848361713105,6.76157152992776,4.816375249935501,1.5089078020188333,3.6639651460913307,0.2837417486011671,0.0479218864637751,0.28531421830656567,0.0516284400144717,0.2170531218758059,1
889,0.1876930828605379,0.4250000119209289,32.96175180598556,6.898954947110424,5.23967669633643,1.575213856101651,4.027840073529412,0.3119204419020894,0.0557178912246433,0.3312356135916535,0.05859854462961141,0.2637554900146733,1
890,0.1750038691929408,0.4250000119209289,29.200448916408668,6.830997242647059,5.565168021155831,1.5971576286764706,4.322747597394221,0.3347583033007608,0.0637192254317431,0.37808043488777054,0.0666351104200928,0.3175119979118289,1
891,0.1631725260189601,0.4250000119209289,25.726623452012387,6.568400815918474,5.769469572368422,1.5729250919117643,4.526011472845718,0.3504991957720585,0.0716091928393477,0.4239087947062046,0.0757450125018137,0.37831919383707413,1
892,0.1527811288833618,0.4250000119209289,22.608580043859646,6.143124113132095,5.840256949819401,1.5059187749935496,4.622739131836945,0.3579898786200332,0.079042909541489,0.46663042098006935,0.0858902339718778,0.4458655478021798,1
893,0.15059711039066312,0.4250000119209289,19.87892253611971,5.600832849587205,5.777674390479877,1.4038813572303919,4.608074448529412,0.3568542291505414,0.0856834702939561,0.5042288280443755,0.0969864682098165,0.5195252586026183,0
894,0.15059711039066312,0.4250000119209289,17.538823368163055,4.991575077399381,5.593334865196079,1.2771761722781212,4.487471176793085,0.3475145526960781,0.09123805121863679,0.5349817537006576,0.1089066128095972,0.5983865403686144,1
895,0.14932120697838916,0.4250000119209289,15.566168408152734,4.361574795214138,5.3074533991228074,1.136820608794504,4.275072481295149,0.33106613111938815,0.0954869106359645,0.5576347736874353,0.1214887942224583,0.6813101860810109,1
896,0.1404438998017992,0.4250000119209289,13.924614776831785,3.7479338396542827,4.9450927986326105,0.9928276170665633,3.9908301486713103,0.309054084832946,0.0983003365562915,0.5714978946965296,0.13454751092459957,0.7670086247903765,1
897,0.13094902251447946,0.4250000119209289,12.571438983488132,3.1765622984391126,4.532494799729102,0.85316615873323,3.657213864164087,0.2832184940176724,0.0996421147869095,0.5764585348942206,0.1478860798019862,0.8541337719298243,1
898,0.12209605638469966,0.4250000119209289,11.463254160216717,2.6626583462332296,4.094164570433437,0.7233791078108872,3.2962649961300308,0.2552662468153376,0.09956124729908382,0.572921408386545,0.1613088179864869,0.941360727473555,1
899,0.11400019590343742,0.4250000119209289,10.559528186274509,2.2126469580430856,3.650992082688339,0.606707674229231,2.927448198851909,0.22670468860858461,0.098175448170633,0.5617002114373707,0.174631488748871,1.0274584885352165,1
900,0.11156508326530448,0.4250000119209289,9.82435307017544,1.8266250846555727,3.219377660603715,0.504508508892866,2.566436524445304,0.198747538437661,0.0956507506631348,0.5438869656620869,0.18768912710026397,1.111341861374484,0
901,0.11156508326530448,0.4250000119209289,9.227008352683177,1.5006645059339523,2.8111424874226,0.41677247101554393,2.2247256554760058,0.1722850680671113,0.09218091021873351,0.52072244965009,0.2003411292045599,1.1921034692659955,1
902,0.11109090702874314,0.4250000119209289,8.741806630546956,1.2286559214557529,2.433943720168988,0.3426127380434078,1.9098425003224972,0.1479001689080234,0.0879691115498417,0.4934831787361324,0.2124739734503996,1.2690293432340038,1
903,0.10508905031851357,0.4250000119209289,8.347599974200206,1.0036402198626158,2.091974228424922,0.2806629816297404,1.625925648219814,0.1259133504861646,0.0832135847503059,0.46339420976038415,0.2240012406072623,1.3415955156733743,1
